,Event,Wedding,Performance or concert,Dancing people,Funeral,Traffic accident,Fire,Police or army (armed forces),Procession,Marketplace,Hunting scene,Fishing,Portrait,Studio portrait,Double portrait,Group portrait,Aerial photograph,Interior view,Classroom (interior),Factory (interior),Religious structure (interior),Healthcare facility (interior),Built environment,Street or road,Square (open space),Bridge,Park (recreation area),Burial ground,Swimming pool,Sports field,Tennis court,Foutball pitch,Military base,Fort,Military field base,Religious structure,Mosque,Church,Temple,Temple Reliefs,House or building (other),School building,Store,Healthcare facility,Stilt house,Palace,Ruin,Industry and transport,Port or shipyard,Airport,Railroad,Factory or power station,Mine (industrial complex),Agricultural land,Husbandry,Plantation,Rice field,Natural landscape,Mountain,Rocks (landform),Cave,Coast (coastline),Volcano,Volcanic eruption,Wood (plant community),Grassland (plant community),Valley (landform),Expanse of water,Bodies of water (sea or lake),Bay,River,Canal,Waterfall,Flood
13875.jpg,-17.405,-14.087,-18.982,-19.739,-13.349,-11.697,-13.424,-13.667,-11.339,-15.81,-13.577,-15.782,-23.88,-21.122,-17.439,-22.744,-11.9,-12.002,-19.407,-17.732,-18.63,-22.361,-10.968,-3.856,-10.651,-4.712,-6.859,-8.538,-13.491,-12.542,-14.02,-13.607,-14.894,-11.69,-17.39,-15.314,-15.877,-17.21,-13.372,-15.594,-11.174,-14.567,-16.993,-19.3,-11.607,-14.723,-18.653,-9.067,-21.66,-16.967,-10.034,-18.039,-20.144,-9.508,-11.758,-2.611,-9.502,-8.856,-16.841,-15.454,-19.504,-14.337,-15.206,-16.521,-9.907,-14.694,-14.019,-10.549,-13.726,-14.707,-7.601,-5.219,-12.166,-9.649
13876.jpg,-24.302,-15.014,-17.969,-16.22,-15.901,-14.534,-9.663,-15.748,-13.388,-24.515,-11.309,-14.6,-19.386,-19.114,-15.057,-25.237,-15.828,-10.16,-18.526,-20.549,-18.367,-27.085,-14.859,-13.51,-14.453,-14.857,-11.157,-9.764,-12.561,-13.936,-17.702,-13.345,-18.707,-15.612,-19.791,-10.614,-16.19,-17.914,-9.912,-11.705,-12.699,-16.627,-22.421,-24.932,-14.826,-17.892,-13.822,-14.008,-24.395,-20.582,-13.894,-19.194,-22.201,-14.316,-10.899,-10.302,-12.348,-8.702,-9.914,-6.076,-11.116,-11.288,-5.395,-7.694,-9.407,-15.438,-13.047,-13.27,-12.109,-18.084,-11.662,-15.336,-10.818,-10.137
13915.jpg,-23.988,-15.063,-21.15,-20.545,-18.412,-20.059,-12.728,-21.278,-15.097,-24.729,-12.214,-13.42,-23.393,-22.517,-18.384,-28.757,-12.483,-13.554,-20.902,-19.805,-19.505,-23.746,-13.596,-17.142,-16.554,-12.6,-8.118,-9.662,-7.816,-15.125,-14.531,-14.295,-20.791,-13.836,-22.482,-15.814,-16.385,-19.435,-11.488,-12.651,-12.891,-16.817,-21.509,-22.266,-16.144,-16.561,-15.691,-15.719,-24.655,-23.728,-15.983,-19.165,-20.708,-13.821,-10.732,-9.155,-14.84,-9.856,-12.617,-11.631,-13.09,-12.708,-11.718,-13.04,-10.957,-18.983,-14.043,-7.462,-9.583,-17.465,-8.395,-7.666,-5.251,-8.773
13930.jpg,-19.886,-11.829,-17.607,-13.25,-15.345,-17.909,-13.483,-17.279,-12.721,-18.255,-15.807,-18.462,-16.529,-10.698,-10.315,-11.531,-21.366,-13.395,-17.531,-20.502,-17.487,-23.707,-16.937,-17.362,-14.97,-19.207,-19.291,-17.451,-14.273,-17.822,-18.752,-16.715,-23.498,-17.922,-26.105,-14.852,-15.892,-19.226,-14.769,-13.216,-11.194,-15.566,-18.468,-22.291,-12.198,-16.912,-22.914,-15.743,-27.261,-22.17,-18.32,-21.539,-28.787,-18.882,-13.839,-11.572,-14.254,-18.421,-17.759,-17.6,-21.599,-17.281,-15.873,-16.634,-16.063,-19.915,-19.248,-15.231,-15.256,-21.054,-16.662,-20.04,-15.294,-14.858
13932.jpg,-16.15,-12.324,-10.867,-5.478,-13.967,-17.715,-11.688,-17.951,-9.94,-19.025,-12.976,-18.452,-18.586,-11.337,-12.279,-12.941,-21.533,-12.847,-16.071,-17.619,-14.554,-22.688,-17.242,-19.64,-14.605,-18.19,-17.145,-17.613,-15.038,-16.617,-18.292,-16.405,-22.136,-16.838,-24.238,-13.517,-14.755,-17.966,-12.119,-12.828,-13.536,-16.434,-21.198,-22.397,-12.349,-12.805,-19.412,-15.746,-24.547,-20.293,-17.639,-21.738,-25.013,-20.066,-14.188,-12.111,-15.455,-17.95,-16.433,-17.656,-16.372,-17.447,-13.312,-14.862,-16.139,-20.437,-18.821,-16.466,-16.01,-20.307,-15.248,-20.302,-15.163,-16.045
13945.jpg,-22.307,-15.571,-19.439,-17.341,-20.659,-18.093,-12.889,-21.252,-17.603,-21.586,-16.073,-15.737,-21.909,-12.358,-16.193,-23.755,-20.774,-12.007,-15.921,-15.833,-17.515,-24.469,-17.06,-15.766,-13.783,-17.775,-17.137,-19.57,-14.41,-15.983,-16.698,-15.64,-24.133,-21.39,-25.774,-15.77,-19.185,-21.904,-16.524,-16.069,-11.694,-17.624,-23.658,-24.698,-15.512,-22.408,-24.36,-14.043,-25.745,-23.69,-19.392,-18.973,-28.3,-18.736,-14.319,-12.775,-15.929,-17.766,-18.247,-18.247,-21.294,-17.285,-15.671,-15.882,-13.361,-22.819,-21.11,-14.645,-16.531,-24.835,-17.326,-19.732,-15.468,-15.548
13967.jpg,-15.697,-15.304,-16.445,-15.862,-17.009,-13.949,-12.509,-12.851,-13.732,-15.635,-16.027,-14.016,-22.534,-20.139,-17.31,-21.364,-13.034,-13.118,-19.586,-16.393,-16.507,-24.053,-11.391,-10.775,-8.935,-12.685,-7.925,-12.923,-11.75,-13.356,-14.911,-12.145,-16.44,-13.425,-19.149,-12.937,-12.61,-15.969,-12.506,-14.526,-9.632,-13.713,-17.044,-21.083,-13.542,-13.473,-17.869,-9.928,-17.963,-16.85,-12.882,-15.727,-18.217,-16.139,-14.58,-9.691,-16.168,-12.648,-16.906,-15.435,-19.593,-16.172,-14.224,-15.524,-13.23,-19.222,-17.697,-9.944,-13.755,-15.232,-11.706,-11.569,-9.808,-11.311
1397.jpg,-15.656,-12.54,-16.251,-10.895,-13.535,-17.137,-11.093,-15.821,-13.0,-15.022,-10.846,-13.058,-26.22,-15.144,-17.895,-15.323,-20.122,-6.801,-4.793,-3.354,-8.077,-12.289,-10.601,-18.981,-7.3,-13.436,-11.312,-13.1,-11.256,-10.166,-12.778,-13.359,-12.65,-12.569,-14.641,-11.754,-12.543,-13.603,-11.265,-14.086,-7.919,-8.442,-16.428,-15.613,-7.256,-11.608,-20.239,-11.427,-17.066,-14.778,-14.324,-13.805,-18.617,-14.975,-6.468,-6.625,-13.558,-16.026,-13.264,-16.958,-15.609,-16.114,-12.589,-15.313,-12.09,-16.693,-16.98,-14.671,-13.693,-19.083,-13.886,-17.829,-15.016,-13.848
13980.jpg,-17.146,-10.699,-11.501,-9.711,-7.013,-12.533,-10.342,-13.502,-0.809,-16.579,-9.643,-14.995,-21.405,-16.579,-12.833,-16.345,-18.677,-13.462,-21.066,-20.334,-13.22,-27.324,-14.94,-14.459,-12.309,-16.05,-16.253,-13.578,-14.385,-14.646,-19.957,-16.595,-17.985,-13.08,-20.822,-7.042,-10.441,-15.587,-8.164,-9.565,-11.262,-17.326,-20.508,-24.371,-11.162,-12.324,-16.857,-10.467,-21.073,-21.584,-15.89,-19.254,-24.459,-17.931,-9.943,-10.787,-13.58,-16.913,-14.63,-15.591,-17.786,-17.447,-12.311,-12.652,-16.15,-19.684,-17.24,-15.929,-16.421,-20.048,-13.602,-16.52,-14.272,-11.7
14004.jpg,-23.651,-13.936,-19.141,-18.249,-11.289,-16.748,-10.191,-14.944,-10.816,-21.408,-10.372,-13.013,-25.34,-20.226,-17.345,-23.657,-16.035,-10.011,-16.431,-19.515,-13.045,-26.95,-12.182,-14.435,-11.709,-13.588,-11.162,-6.011,-11.847,-10.289,-15.985,-12.647,-16.63,-16.079,-17.26,-7.379,-13.221,-15.418,-7.683,-8.66,-9.025,-13.499,-18.64,-24.625,-6.36,-19.544,-18.948,-14.017,-25.357,-22.801,-13.574,-17.984,-23.367,-11.123,-9.077,-6.831,-6.674,-9.775,-12.275,-12.962,-16.11,-14.104,-12.423,-14.338,-5.777,-12.403,-13.795,-12.598,-13.256,-20.468,-12.051,-14.182,-10.202,-11.696
14011.jpg,-18.011,-17.822,-19.887,-22.04,-20.497,-16.102,-14.543,-14.335,-17.228,-19.691,-17.13,-15.764,-25.641,-20.54,-20.211,-25.673,-12.649,-13.098,-19.869,-15.37,-16.073,-22.174,-9.689,-16.109,-13.594,-14.316,-12.401,-15.668,-13.595,-14.647,-15.588,-14.55,-13.044,-10.291,-15.035,-11.797,-12.872,-15.127,-13.783,-17.13,-8.368,-14.697,-20.059,-19.849,-11.788,-14.971,-15.04,-7.946,-17.781,-17.207,-12.969,-13.028,-16.137,-14.256,-14.479,-11.943,-16.496,-13.382,-16.377,-17.714,-21.203,-15.995,-15.076,-15.902,-13.732,-18.268,-18.628,-10.218,-15.283,-17.406,-13.516,-13.971,-13.58,-10.387
14024.jpg,-22.079,-15.876,-19.641,-16.087,-17.078,-17.218,-11.169,-17.933,-15.006,-15.985,-8.788,-13.281,-18.63,-14.956,-15.608,-18.693,-20.228,-12.05,-16.274,-18.368,-15.057,-25.64,-12.392,-17.111,-15.384,-14.748,-14.053,-13.375,-14.401,-14.723,-18.093,-16.062,-18.012,-15.568,-20.202,-10.383,-12.409,-16.889,-11.874,-13.076,-8.147,-14.426,-16.357,-24.153,-1.657,-16.22,-16.012,-13.548,-23.827,-21.124,-16.36,-17.573,-24.422,-11.964,-4.522,-6.976,-9.166,-13.384,-13.712,-14.319,-14.093,-14.924,-12.737,-13.984,-7.646,-15.918,-15.831,-15.002,-15.325,-18.724,-14.352,-15.866,-12.759,-11.238
14089.jpg,-16.323,-14.645,-17.762,-14.77,-13.892,-16.075,-12.303,-15.099,-11.944,-14.456,-15.276,-15.297,-27.907,-17.68,-18.168,-17.396,-21.365,-8.211,-7.314,-3.182,-10.389,-15.833,-11.41,-16.645,-9.476,-13.33,-13.326,-13.568,-11.968,-12.892,-15.773,-15.22,-13.072,-14.456,-15.5,-11.799,-14.927,-15.552,-12.07,-10.946,-8.275,-8.716,-15.41,-17.248,-10.826,-15.84,-20.46,-10.562,-15.012,-18.979,-12.203,-13.272,-16.818,-17.442,-9.549,-7.168,-15.006,-18.327,-16.879,-17.277,-19.104,-16.272,-16.461,-17.794,-10.282,-21.742,-18.945,-15.788,-16.28,-22.283,-16.331,-16.329,-16.856,-14.388
14107.jpg,-17.263,-14.082,-18.018,-15.293,-15.953,-16.11,-11.126,-14.658,-16.078,-15.996,-15.342,-14.33,-26.784,-15.511,-17.639,-17.352,-23.892,-9.225,-10.772,-1.166,-13.564,-13.844,-11.624,-18.326,-10.232,-15.375,-13.753,-17.397,-12.903,-13.871,-14.583,-15.092,-12.924,-16.141,-14.938,-15.499,-15.947,-17.157,-14.859,-16.32,-10.772,-11.668,-14.827,-15.321,-12.441,-15.651,-23.071,-8.371,-17.81,-17.296,-12.455,-12.091,-17.137,-19.709,-9.338,-11.823,-17.06,-20.714,-19.549,-19.833,-19.459,-19.724,-17.618,-18.672,-13.088,-21.011,-20.911,-18.765,-18.974,-25.746,-17.9,-19.213,-16.65,-16.421
14156.jpg,-19.848,-15.696,-19.766,-18.037,-13.044,-11.835,-13.935,-14.528,-10.277,-15.691,-9.066,-13.499,-21.625,-19.139,-14.297,-18.036,-12.206,-15.51,-19.959,-19.356,-19.319,-24.246,-12.885,-8.553,-15.662,-13.488,-11.837,-10.79,-16.29,-14.83,-18.478,-16.392,-16.06,-12.702,-17.282,-15.018,-16.19,-18.312,-15.334,-14.22,-11.433,-16.305,-17.547,-22.031,-14.23,-18.339,-19.177,-7.91,-20.988,-16.953,-10.973,-19.786,-21.623,-9.025,-5.551,-6.437,-9.294,-11.39,-14.672,-13.934,-17.153,-12.877,-15.163,-14.325,-11.374,-14.576,-14.259,-14.152,-15.297,-16.45,-11.504,-11.796,-13.906,-10.798
1418.jpg,-21.269,-14.595,-18.843,-16.201,-16.247,-18.48,-11.87,-15.53,-14.768,-19.804,-13.978,-15.151,-9.739,-7.539,-11.759,-19.158,-20.894,-16.227,-21.614,-23.971,-20.949,-26.023,-18.316,-17.643,-18.019,-18.473,-18.524,-17.056,-16.383,-18.953,-21.96,-17.705,-24.849,-17.058,-26.525,-16.543,-17.389,-22.116,-16.219,-15.327,-15.16,-21.22,-22.169,-24.15,-18.294,-18.558,-21.167,-15.99,-27.448,-22.827,-18.016,-23.312,-27.358,-19.167,-11.82,-15.139,-17.126,-17.529,-16.552,-16.462,-16.901,-16.393,-15.165,-16.568,-17.892,-20.253,-19.597,-15.075,-15.473,-21.24,-15.372,-18.364,-14.385,-15.113
14199.jpg,-20.532,-14.916,-19.056,-14.92,-15.854,-17.146,-12.121,-17.766,-13.001,-17.528,-10.162,-16.339,-19.177,-16.704,-16.369,-19.569,-16.965,-11.295,-16.595,-20.977,-11.609,-24.092,-11.24,-17.045,-12.397,-15.02,-13.62,-11.454,-15.611,-14.258,-18.456,-15.228,-17.807,-13.675,-19.554,-6.97,-12.515,-14.572,-9.495,-12.454,-6.956,-13.137,-19.204,-22.984,-1.714,-14.139,-14.459,-13.82,-25.24,-20.578,-19.074,-20.292,-24.538,-12.89,-8.558,-9.581,-10.007,-13.302,-12.351,-14.867,-15.121,-14.409,-12.06,-13.433,-10.757,-14.582,-14.905,-14.906,-15.675,-16.46,-15.536,-18.559,-13.759,-12.266
14210.jpg,-16.17,-15.268,-19.001,-21.977,-15.97,-14.446,-11.492,-14.903,-15.674,-16.909,-18.647,-16.638,-26.885,-20.776,-20.908,-22.934,-2.299,-12.046,-19.042,-6.834,-16.775,-18.103,-9.329,-14.777,-13.614,-14.481,-9.012,-10.441,-12.278,-11.558,-15.601,-13.826,-8.003,-12.743,-11.227,-12.749,-12.947,-15.358,-12.245,-16.139,-8.045,-11.978,-18.677,-14.004,-16.662,-14.719,-17.143,-7.146,-14.627,-14.019,-13.386,-5.073,-7.415,-8.995,-10.117,-4.679,-10.219,-13.32,-14.074,-13.924,-18.941,-12.7,-11.614,-13.165,-10.355,-15.898,-12.413,-10.247,-14.059,-14.889,-10.492,-12.695,-13.15,-9.466
14211.jpg,-20.972,-13.307,-17.168,-14.424,-17.108,-22.529,-12.912,-20.213,-13.165,-18.944,-8.517,-16.836,-19.39,-12.862,-9.624,-17.471,-24.101,-7.153,-12.307,-17.1,-12.081,-21.438,-15.224,-21.649,-12.878,-16.748,-16.099,-15.729,-14.306,-16.612,-19.1,-17.918,-23.207,-16.084,-25.471,-11.699,-17.532,-18.976,-13.498,-9.113,-10.784,-16.719,-17.172,-24.634,-9.184,-15.302,-20.222,-16.045,-27.143,-22.322,-19.553,-24.035,-27.559,-19.133,-11.809,-13.676,-16.051,-17.737,-14.634,-16.181,-16.342,-15.311,-15.092,-16.531,-12.656,-19.631,-17.766,-16.728,-14.877,-20.574,-16.615,-21.338,-13.427,-15.727
14212.jpg,-16.119,-15.17,-17.427,-21.523,-15.122,-14.121,-12.611,-15.938,-13.726,-17.288,-17.634,-17.214,-27.117,-20.568,-19.904,-22.039,-1.713,-12.319,-17.916,-9.275,-13.309,-16.105,-10.055,-14.605,-13.908,-14.79,-8.759,-9.626,-11.977,-11.467,-14.594,-14.345,-8.258,-10.246,-11.724,-9.603,-9.52,-11.944,-9.372,-12.868,-8.004,-11.369,-19.502,-12.095,-16.653,-10.671,-15.096,-8.489,-14.783,-13.358,-13.609,-6.152,-8.002,-11.103,-11.803,-6.67,-11.04,-14.206,-14.62,-14.765,-19.103,-12.254,-11.076,-11.901,-11.942,-16.946,-13.38,-11.013,-14.061,-13.666,-12.595,-13.199,-14.154,-10.005
14213.jpg,-19.258,-13.085,-18.211,-12.682,-11.815,-13.468,-11.463,-16.453,-9.774,-21.021,-11.797,-8.218,-21.374,-18.164,-16.26,-17.157,-12.65,-13.192,-20.781,-24.322,-23.241,-26.514,-14.382,-17.134,-15.712,-14.198,-11.859,-12.906,-11.668,-14.03,-18.58,-13.912,-19.061,-16.288,-22.585,-16.85,-16.154,-18.83,-14.854,-17.467,-16.022,-18.62,-20.2,-23.776,-13.989,-19.473,-18.726,-14.037,-21.425,-19.097,-15.826,-22.867,-27.712,-17.064,-12.82,-9.833,-14.757,-12.254,-12.78,-14.514,-15.584,-7.097,-10.821,-12.494,-15.92,-19.755,-16.487,-6.723,-5.597,-9.88,-9.706,-13.368,-12.527,-6.75
14216.jpg,-14.864,-14.31,-17.12,-14.939,-13.293,-16.54,-6.974,-15.34,-10.012,-15.144,-17.428,-16.056,-22.628,-17.529,-15.958,-13.896,-15.509,-12.713,-17.412,-6.152,-12.802,-19.91,-9.927,-15.976,-12.041,-13.423,-12.583,-12.35,-14.091,-11.974,-18.002,-12.286,-13.211,-11.702,-16.846,-8.65,-10.689,-9.988,-10.064,-15.487,-8.935,-10.272,-16.854,-16.5,-15.221,-11.361,-13.817,-6.692,-13.655,-15.679,-7.75,-6.185,-12.789,-13.891,-8.278,-5.781,-10.831,-15.068,-12.836,-16.499,-16.512,-17.789,-8.82,-11.531,-10.953,-16.299,-17.431,-12.02,-17.033,-16.93,-12.99,-13.291,-11.941,-12.887
14217.jpg,-23.146,-16.354,-20.254,-19.679,-18.787,-16.28,-7.459,-17.884,-15.805,-23.366,-12.333,-16.896,-26.737,-23.761,-22.333,-27.118,-16.747,-12.85,-18.614,-20.395,-19.09,-27.187,-11.946,-16.712,-14.738,-16.849,-12.52,-9.544,-12.411,-10.356,-17.329,-12.032,-16.367,-13.902,-16.159,-12.298,-15.023,-18.506,-13.43,-16.621,-10.748,-15.327,-22.378,-25.082,-11.138,-19.501,-15.236,-15.974,-26.105,-20.682,-14.659,-16.607,-20.303,-8.38,-9.807,-6.639,-8.248,-7.168,-8.467,-8.256,-12.078,-12.173,-1.314,-2.668,-6.188,-9.849,-9.811,-13.684,-14.531,-17.482,-13.16,-16.38,-13.224,-9.276
14219.jpg,-23.23,-15.791,-19.742,-15.814,-20.351,-16.615,-12.613,-17.22,-16.983,-18.84,-8.354,-16.019,-23.123,-17.977,-16.079,-25.503,-22.755,-9.583,-14.974,-17.431,-15.567,-24.731,-11.345,-14.411,-10.645,-16.824,-15.523,-14.615,-11.905,-13.381,-14.107,-13.837,-20.534,-16.029,-23.063,-13.55,-13.303,-18.148,-12.63,-10.751,-5.078,-11.039,-15.825,-23.762,-5.973,-16.83,-18.898,-13.109,-24.783,-23.046,-16.43,-17.403,-25.442,-12.744,-8.365,-8.685,-8.436,-10.26,-14.679,-15.949,-18.689,-16.687,-14.789,-15.333,-11.755,-17.408,-18.111,-15.187,-17.486,-22.4,-16.242,-17.653,-12.986,-13.423
14222.jpg,-17.21,-14.386,-18.983,-18.032,-11.602,-16.421,-12.564,-13.011,-12.446,-17.587,-14.502,-16.742,-24.233,-17.31,-15.256,-21.603,-18.957,-8.791,-13.725,-12.737,-8.722,-16.508,-8.354,-13.113,-9.717,-15.098,-12.039,-10.307,-11.784,-13.351,-14.885,-13.802,-15.257,-11.996,-20.136,-7.201,-8.381,-8.809,-9.489,-13.003,-1.73,-7.711,-14.012,-14.292,-10.662,-10.458,-16.625,-10.224,-21.051,-17.908,-14.806,-14.289,-19.1,-15.912,-9.383,-9.867,-14.452,-13.781,-14.879,-17.16,-17.604,-18.131,-14.627,-15.155,-15.407,-20.53,-17.637,-12.766,-18.371,-19.476,-17.101,-17.194,-14.741,-12.821
14224.jpg,-17.912,-14.384,-19.471,-18.415,-11.362,-17.965,-13.071,-13.503,-12.045,-18.428,-15.827,-17.615,-21.86,-16.134,-14.824,-19.739,-17.918,-10.362,-12.531,-14.277,-10.336,-17.259,-6.657,-12.759,-9.995,-15.086,-9.2,-9.004,-11.951,-12.734,-14.277,-12.941,-15.217,-11.68,-19.187,-7.783,-10.043,-9.765,-9.192,-12.304,-1.451,-6.673,-14.56,-14.811,-10.811,-9.928,-15.779,-10.568,-22.014,-18.414,-13.967,-14.968,-19.786,-14.066,-9.041,-7.815,-14.031,-11.915,-13.539,-15.596,-17.061,-17.229,-13.497,-14.911,-12.585,-17.575,-17.021,-13.588,-18.682,-19.167,-16.992,-17.896,-14.933,-13.637
14225.jpg,-21.289,-14.4,-19.293,-18.946,-18.103,-17.642,-11.727,-18.437,-15.879,-23.094,-12.965,-11.494,-20.957,-19.389,-15.384,-23.478,-12.037,-12.403,-20.537,-21.913,-21.028,-26.676,-14.168,-19.565,-16.104,-9.559,-12.655,-15.997,-12.793,-16.221,-18.621,-15.073,-16.623,-11.337,-19.944,-15.763,-16.484,-16.798,-13.961,-16.781,-14.371,-16.476,-19.806,-24.892,-15.329,-14.579,-10.797,-15.352,-21.503,-18.714,-15.812,-19.63,-20.775,-17.733,-13.985,-14.157,-16.969,-8.556,-6.924,-3.982,-7.378,-5.801,-5.896,-8.703,-13.502,-16.336,-11.929,-8.591,-8.928,-10.087,-11.202,-12.992,-10.399,-10.661
14226.jpg,-16.498,-14.396,-18.764,-19.576,-11.713,-17.45,-12.129,-13.641,-12.741,-19.213,-16.451,-18.909,-22.823,-16.252,-15.799,-20.13,-17.381,-9.992,-13.437,-16.257,-10.011,-18.006,-9.101,-12.101,-11.397,-13.854,-9.684,-8.414,-12.619,-12.36,-14.756,-12.574,-12.634,-10.62,-16.521,-7.379,-11.175,-10.082,-8.128,-9.864,-3.018,-6.067,-15.261,-15.09,-9.947,-9.6,-14.102,-12.444,-20.149,-18.117,-13.395,-16.239,-20.713,-14.001,-13.528,-7.574,-13.334,-12.805,-13.545,-16.048,-17.637,-18.576,-12.946,-14.554,-11.518,-17.202,-17.358,-13.346,-17.595,-18.553,-17.19,-18.508,-15.832,-12.634
14227.jpg,-19.878,-13.797,-15.173,-13.665,-14.159,-14.759,-6.577,-16.325,-10.534,-23.57,-11.792,-13.037,-24.505,-21.181,-19.534,-25.797,-15.835,-11.98,-17.284,-19.519,-16.038,-28.657,-13.516,-15.891,-12.29,-13.047,-13.305,-10.829,-12.844,-9.885,-15.249,-9.144,-15.371,-15.616,-15.128,-7.738,-15.536,-15.913,-12.019,-14.97,-10.809,-16.048,-24.308,-26.372,-7.497,-19.953,-15.382,-14.126,-22.428,-19.378,-13.137,-16.858,-23.714,-9.875,-11.896,-5.61,-7.27,-11.801,-11.599,-13.584,-16.853,-13.471,-8.463,-8.505,-4.908,-13.48,-15.924,-13.66,-15.525,-18.943,-14.193,-16.073,-10.529,-11.563
14228.jpg,-18.927,-14.217,-20.353,-18.537,-14.941,-18.938,-12.401,-14.056,-14.252,-18.747,-15.639,-17.28,-23.644,-17.476,-15.984,-22.751,-19.381,-8.273,-12.643,-13.76,-11.879,-18.12,-7.966,-14.98,-9.267,-14.832,-11.041,-10.993,-11.596,-13.324,-14.449,-12.458,-15.757,-13.323,-19.743,-10.706,-11.301,-13.649,-11.024,-13.123,-3.527,-7.323,-15.203,-16.735,-10.892,-13.882,-19.254,-12.48,-23.267,-20.402,-15.076,-15.674,-22.804,-13.567,-10.427,-7.264,-12.804,-11.069,-14.487,-15.431,-17.532,-17.942,-14.762,-15.82,-11.897,-17.697,-16.723,-12.262,-17.782,-20.197,-17.429,-18.177,-14.46,-13.217
1423.jpg,-18.448,-15.49,-18.998,-14.002,-15.975,-16.717,-10.997,-16.347,-12.91,-15.028,-9.414,-15.623,-20.399,-16.185,-15.008,-17.564,-12.992,-11.31,-16.012,-19.778,-11.258,-23.767,-9.743,-13.575,-8.715,-14.904,-11.691,-10.501,-15.169,-12.643,-17.587,-13.971,-15.844,-12.032,-18.146,-9.041,-11.396,-13.41,-8.131,-8.9,-6.932,-12.318,-18.047,-22.785,-3.858,-12.806,-12.807,-11.984,-20.948,-19.47,-15.895,-19.056,-20.349,-12.084,-11.383,-7.431,-8.913,-10.91,-10.572,-13.939,-15.679,-11.978,-11.494,-12.804,-9.518,-14.946,-13.553,-11.759,-13.362,-13.777,-12.003,-15.641,-13.435,-11.559
14233.jpg,-16.226,-12.329,-12.905,-9.834,-11.041,-15.673,-10.971,-14.76,-5.793,-14.515,-8.56,-14.221,-19.192,-15.619,-13.777,-11.041,-13.45,-10.725,-16.733,-17.572,-13.48,-22.316,-11.237,-15.608,-12.296,-13.999,-12.787,-8.106,-13.659,-12.366,-17.267,-15.121,-14.239,-10.604,-17.012,-8.916,-13.549,-13.236,-8.889,-10.001,-9.203,-13.153,-18.306,-19.766,-7.368,-12.472,-14.406,-12.622,-21.782,-18.346,-15.33,-18.373,-20.293,-12.794,-7.482,-7.455,-9.905,-12.367,-11.101,-13.325,-14.092,-13.34,-12.252,-13.139,-9.534,-11.746,-13.521,-13.19,-12.733,-13.895,-11.914,-16.356,-12.661,-10.804
14234.jpg,-17.586,-14.723,-19.325,-19.741,-10.377,-16.938,-13.074,-14.031,-11.91,-17.661,-13.479,-16.104,-21.342,-16.38,-15.24,-20.286,-16.559,-10.671,-15.585,-16.027,-10.237,-18.454,-9.005,-12.377,-10.005,-14.494,-10.513,-9.031,-13.061,-12.759,-14.689,-13.591,-15.534,-11.581,-19.227,-7.882,-10.007,-11.318,-9.185,-13.197,-3.07,-9.062,-13.829,-15.203,-9.636,-9.814,-14.127,-11.044,-19.709,-18.93,-14.479,-14.968,-19.668,-13.487,-10.374,-7.252,-12.744,-11.384,-12.549,-15.48,-16.174,-18.176,-12.845,-13.655,-11.836,-16.368,-15.593,-12.583,-17.963,-17.404,-15.276,-16.798,-14.329,-12.76
14236.jpg,-15.059,-14.771,-15.543,-17.182,-11.123,-15.146,-12.028,-12.702,-9.326,-13.955,-17.104,-18.416,-23.238,-17.997,-17.283,-19.577,-14.832,-10.534,-13.488,-12.962,-7.45,-17.82,-9.52,-12.182,-9.258,-13.326,-10.145,-8.144,-12.607,-11.741,-14.651,-12.892,-11.034,-8.331,-15.763,-3.997,-6.523,-4.336,-6.338,-10.748,-5.093,-5.06,-12.368,-12.927,-11.338,-8.646,-12.923,-7.605,-15.379,-11.774,-5.022,-12.361,-16.885,-15.699,-10.661,-8.645,-13.084,-13.555,-14.46,-16.862,-16.707,-16.525,-13.444,-15.676,-13.336,-17.246,-16.566,-12.665,-17.001,-15.33,-15.018,-13.76,-15.313,-11.717
14237.jpg,-23.847,-14.865,-18.961,-16.09,-17.714,-16.207,-9.358,-19.511,-12.656,-24.414,-14.006,-13.783,-21.976,-18.394,-19.207,-25.835,-20.981,-11.651,-15.712,-16.211,-18.569,-27.369,-15.953,-16.358,-13.833,-15.375,-17.987,-16.27,-13.266,-14.378,-16.716,-13.408,-25.034,-20.928,-24.768,-14.535,-18.947,-20.938,-16.103,-17.554,-12.917,-17.683,-23.376,-28.03,-10.109,-24.098,-24.094,-15.913,-26.415,-24.742,-17.987,-19.706,-27.993,-16.753,-12.206,-10.102,-11.95,-15.036,-15.532,-17.697,-18.742,-16.262,-12.814,-13.002,-6.865,-16.591,-17.931,-13.499,-15.402,-23.321,-13.913,-16.812,-10.018,-13.792
